utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
LOL_Combi_7,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[24.23268   -5.2671094],[ 48.610085 -14.500918],[10.649469 52.65871 ]
KimDongYull_EveryMoment_9,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[ 13.697822 -23.17623 ],[ 3.4742243 55.040882 ],[-30.795624 -45.08233 ]
230921_GAMST_ManchesterUnited_5,GAMST,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=5S8HBc6Q2Ng,WOONGJAE LEE,bonafide,[ -3.2137434 -30.48272  ],[ 28.589369 -13.080084],[ 12.000321 -18.953674]
230913_SBSNEWS_JOB_8,Jeung BanSeok,-,No,Korean,Male,Adult,Random noise,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide,[-26.216139  42.6191  ],[ 30.70303  -15.001546],[-4.1978884  1.2593668]
230907_MBC_BREXIT_5,Nam HyungSeok,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide,[-33.0109    27.356081],[-43.654587   -2.7450423],[ 10.363979 -19.484898]
World_Running_Time_7,World_Running_Time,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=4bd32kKBGhs,WOONGJAE LEE,spoof,[-32.14509    9.279345],[ 40.652092 -26.728432],[22.001904 47.21605 ]
JangBeomJune_AIcover_monologue_7,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[ 11.308888 -49.16212 ],[18.73101  51.439896],[-20.299122 -52.381504]
choigangbaseball_talk_9_7,Jung YiYoon,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/tQEXsNWLF5g?si=z47ch3ZY0CO1tonY,INSEOK LEE,bonafide,[ 12.706303 -21.114481],[-43.292015 -17.191202],[-18.413044 -13.26409 ]
230920_SBS_japan_8,Park Sang Jin,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=KjmbHByLnT0,WOONGJAE LEE,bonafide,[46.278824   5.9217367],[-47.74069  -19.542997],[ 29.087076 -10.25019 ]
parkeunbin_interview_6,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide,[28.214525 27.984165],[-17.49179   20.740643],[-39.134148    -0.27863044]
230926_HanJuneTV_2,HanJune,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qu9OqX_-3NU,WOONGJAE LEE,bonafide,[42.383106 12.189375],[-0.9659445 53.96558  ],[ 15.972753 -18.186651]
kimjungeun_lol_9,KimJungEun,TTS,No,Korean,Male,Adult,Reverb,-,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof,[-50.640953 -11.299121],[  3.4612064 -24.992155 ],[  2.9084656 -60.601738 ]
footballmagazine365_3,TTS_footballmagazine367,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[ 8.600377 40.48194 ],[ 34.313084 -10.996066],[10.97417  24.372387]
KimDongYull_EveryMoment_6,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[ 11.576419 -19.998905],[-15.429589  30.110369],[-25.467798 -48.674572]
20230928_handonghoon_9,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,Sound effect,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide,[-25.510836  11.869781],[-15.574086  23.295153],[-14.675795 -53.55361 ]
20230925_sbsnews7_5,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=jP-t-Y59gzs,KWONWOO JEONG,bonafide,[ 3.8708572 42.990555 ],[ 31.755024 -13.20105 ],[ 10.914918 -64.40194 ]
jtbc_news_saban_2,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WyU1XWd5_lE,WOONGJAE LEE,bonafide,[-49.27893  -16.748201],[-37.71008    -1.2210081],[-33.87394    9.287826]
TED_BridgeRiddle_4,Alex Gendler,-,No,English,Male,Adult,Music,-,-,https://youtu.be/7yDmGnA8Hw0?si=24emSO9V9E9YLTJz,INSEOK LEE,bonafide,[-29.488028 -23.887533],[36.50582  23.481138],[-42.157932    0.9599959]
AhnJiyoung_AIvoice_thorn_3,AhnJiyoung,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=E8uGWfCLe7I&list=PLd3BT7SpH7glxZNzZ3YtOKEWaWUhskaWv&index=6,WOONGJAE LEE,spoof,[2.4469783 0.9426238],[-10.942092  42.678413],[-10.920096 -55.274147]
20230927_ytnweather_4,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[45.83225    6.1381984],[-44.37098   -6.602175],[-34.726734   -4.4393597]
Chutul_Cookie_3,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof,[-19.512821  -9.517361],[-9.457475  -7.0030956],[36.489445   5.1320386]
230914_YTN_Yeogabu_8,Kim Hyun-A,-,No,Korean,Female,Adult,Random noise,Crowded,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide,[39.39248 16.4908 ],[-12.985542  48.79729 ],[-41.614773    1.5627939]
TED_benifits_of_bilingual_10,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide,[ 51.742302 -18.710892],[37.729843 19.816149],[-54.3146      6.4227457]
netflix_dp_2,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[  3.9452882 -52.433834 ],[ 41.531876 -11.434572],[ -9.805875 -53.542595]
pullnpush_1,TTS_pullnpush,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=M347-xlaVqs,WOONGJAE LEE,spoof,[ 9.671929 39.812683],[ 32.66843  -15.492582],[11.110913 38.977947]
TOTLIV_INTERVIEW_4,Ange Postecoglou,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide,[22.293188   6.4389334],[43.920506 -9.16464 ],[37.694984 17.56965 ]
2022_01_21_AI_YOON_4,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof,[-26.222548 -21.803057],[ 16.10588  -15.376046],[11.84077 37.23481]
230913_SBSNEWS_JOB_5,Jeung BanSeok,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide,[-32.704216  26.183615],[ 41.42796  -20.287834],[ 20.336    -55.750088]
JangBeomJune_AIcover_monologue_5,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[ 11.5701065 -49.437008 ],[-30.02239   12.286998],[ -8.391531 -54.703766]
230714_Workman_2,JangSeoungGyu,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=eVyBWHsIHdU,WOONGJAE LEE,bonafide,[ 11.036953 -18.957598],[-46.93184   -8.768813],[  5.797683 -57.076427]
KimDongYull_EveryMoment_10,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[ 18.36038  -35.938854],[-41.730766   4.944377],[-16.792004 -53.88844 ]
MissYou_ImJaeBum_2,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[-30.779179  10.078986],[21.456892 49.213985],[-35.030964  12.532812]
G-Dragon_AIvoice_firstlove_9,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof,[24.042854 -5.336789],[ 23.173882 -24.550726],[ -2.7161806 -58.17683  ]
20230927_handonghoon_5,HAN DONGHOON,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=MNo7eHMkkuw,KWONWOO JEONG,bonafide,[-18.345562  13.540536],[-35.258785  10.969546],[1.3439556 4.1156654]
230914_YTN_Yeogabu_9,Kim Hyun-A,-,No,Korean,Female,Adult,Random noise,Crowded,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide,[48.180058   1.5343372],[ 12.254888 -19.688417],[33.86436   -4.3198867]
YTN_allinsoccer_7,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ip6LVStj-sA,WOONGJAE LEE,bonafide,[-45.688248     0.93043065],[ 23.327202 -21.023272],[  9.164175 -19.7227  ]
Donghyun_1,Biden,TTS,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof,[-45.63187     0.9947445],[33.524685 29.34644 ],[-45.7606     8.433242]
AI_SWINGS_ETA_7,MOON JIHOON,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof,[ 11.938724 -20.723068],[-14.347003  28.865042],[ -1.3170087 -55.486298 ]
ODG_7and5_1,"5yrs_Old_Child, 7yrs_Old_Child",-,Yes,Korean,Female,Child,Random noise,-,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide,[-12.115336  13.373048],[10.020879 54.41136 ],[-39.27708  -31.482271]
brothers_karamazov_maleAI_1,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[47.4351     1.1713408],[-45.43745  -26.038412],[-7.298726 44.28182 ]
TED_INCA_6,Gabriel Prieto,-,No,English,Male,Adult,Music,Sound effect,-,https://youtu.be/nLgt4Z5L8XI?si=XGfEgCexhBpcPc6R,INSEOK LEE,bonafide,[15.917794 36.31895 ],[ 9.11361 56.10562],[-43.654877   7.242318]
20230925_ytnweather_10,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide,[50.79322  -7.237106],[-48.066963 -24.585331],[17.357048 51.0619  ]
230913_SBSNEWS_Iphone_8,Hong YongJae,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide,[-34.942238 -25.19239 ],[ 20.644075 -20.012203],[32.900154 28.74144 ]
Winter_AIcover_LoveRunAway_7,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof,[-47.27476    -0.8742104],[ 5.512769 53.920876],[-10.837235   7.048941]
20230925_sbsnews3_1,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=GCOiANiDgqQ,KWONWOO JEONG,bonafide,[48.769413  -1.5933473],[-32.55268     -0.21346681],[ -9.519139 -47.25072 ]
IU_AIcover_dandelion_9,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof,[ 12.956041 -22.13544 ],[22.14569 39.688  ],[-31.629486 -45.583183]
20230927_ytnweather_7,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[49.843227  -4.3637094],[  8.851096 -29.878323],[22.438549 46.86662 ]
stoveleague_clip_5,PARK EUNBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide,[-21.700617 -16.550459],[-47.840214    2.6700776],[-37.5696     -0.7198091]
Gerrard_6,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof,[24.26761   -2.9169145],[ 33.759464 -25.02994 ],[37.97524  14.559516]
230916CITYvsWHU_10,SPORT CASTER(City),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/CeZ7wk6e9V4?si=90OlaTygTqRVXdQa,INSEOK LEE,bonafide,[-33.095356  25.731201],[-49.182823 -13.727243],[-10.415507 -16.439304]
KimDongYull_EveryMoment_7,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[ 14.975826 -25.022194],[-11.401365  35.941517],[-26.4149    11.072903]
brothers_karamazov_femaleAI_6,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[23.34754 31.98489],[-40.39375     7.6828666],[13.024576 19.230164]
JangBeomJune_AIcover_monologue_6,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[  9.647098 -50.699398],[11.555024 54.557888],[-17.875519 -51.169304]
230907_MBC_BREXIT_3,Nam HyungSeok,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide,[-39.729053   5.82694 ],[-46.010586 -18.735407],[13.152598 52.535168]
presidentyoon_ai_4,YOON SUK YEOL,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Gb0qZGx0zXc,KWONWOO JEONG,bonafide,[-49.625347  -5.257244],[-37.29143    5.891034],[ 12.045173 -58.353855]
Obama_DNC_Speech_5,Obama,-,No,English,Male,Adult,Music,Reverb,-,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide,[15.277352 36.411583],[-29.54383   11.330645],[-32.267605 -37.97374 ]
gridanews_3,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof,[21.292845  7.86141 ],[ 47.97006  -20.844234],[-7.709182 45.162117]
chuucandoit_hair_5,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide,[45.42278   7.007259],[-11.640204  32.143387],[-25.068993  -9.151286]
nbaissue_3,nbdeokhoo,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=NeMWHCo8bYM,INSEOK LEE,bonafide,[-32.33056  -24.778631],[  8.939082 -20.880936],[ -2.5445108 -18.541092 ]
TED_Prisoner_Riddle_5,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide,[-25.411526  43.37436 ],[11.475164 51.273685],[-15.38599  -49.362873]
Double_8,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof,[23.810417   1.5397072],[47.311596 -8.823722],[15.372435  1.10355 ]
AhnJiyoung_AIvoice_thorn_10,AhnJiyoung,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=E8uGWfCLe7I&list=PLd3BT7SpH7glxZNzZ3YtOKEWaWUhskaWv&index=6,WOONGJAE LEE,spoof,[ 4.8538094 -7.3610253],[ 3.6935322 53.89091  ],[-25.328684 -47.90416 ]
230914_YTN_japan_2,Fabien,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=OmIATrHoIzw,WOONGJAE LEE,bonafide,[19.155005 34.07268 ],[-6.457533  -1.2495587],[-32.684566   -3.2717733]
Dean_AIcover_Peaches_2,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof,[ 16.448284 -44.273228],[-49.172028 -17.307121],[-1.8699102  1.7948917]
230914_Yonhap_Messi_1,Go HyunSil,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide,[-25.475431  11.677989],[-6.196207 -8.719055],[-21.580366 -47.81914 ]
ziroud_7,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof,[ 17.840197 -34.340214],[-43.62015     4.8663673],[22.003784 47.62993 ]
230917_MBCNEWS_PaikJongWon_9,Kwak Seung Gyu,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide,[48.85576   -4.4635925],[ 19.536852 -17.265516],[11.104961 20.418242]
2021_12_21_AI_WEATHER_10,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[ 5.109057 -6.649987],[-49.82247 -33.49363],[15.749758 13.948585]
korea_vs_saudi_5,SPORT CASTER,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=nhBjLjJ3sAE,KWONWOO JEONG,bonafide,[-31.274643 -24.803514],[ 20.22545  -29.014929],[-10.295391 -12.379051]
GD_AIcover_HypeBoy_5,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[-11.510289  14.10593 ],[22.895319 44.576965],[-6.1608467 -0.4916667]
HANI_AIcover_OffMyFace_6,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof,[-27.930357  10.904764],[ 9.193521 54.8503  ],[ -8.515864 -16.635845]
weathercast_1,WEATHERCASTER,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=09Mg3oKLamA,KWONWOO JEONG,bonafide,[-42.465042 -23.651714],[-20.356874  15.367752],[-28.195719   -3.9277058]
AI_SWINGS_ETA_8,MOON JIHOON,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof,[ 16.08959  -45.262127],[-11.603573  51.505875],[-2.5902896  5.6808763]
wkorea_danielle_7,DANIELLE,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide,[-32.906925   9.225329],[-6.8854012  1.8873295],[-24.69623   -9.284694]
shootforlove_son1_4,Son Heung Min,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=GZW136l3RvU,WOONGJAE LEE,bonafide,[12.620783 38.836483],[-2.9339385 -4.861302 ],[-10.766237 -47.724052]
typecast_hobin_8,TTS_hobin,TTS,No,Korean,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof,[12.418607 37.36598 ],[-49.573536 -26.99799 ],[ 18.976248 -16.989054]
2021_10_05_AI_WEATHER_6,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof,[12.46299 38.37754],[-51.04304  -31.072607],[29.312027 40.28802 ]
LOL_Combi_5,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[ 15.125075 -45.455765],[43.34294  -8.575669],[ 4.6400943 49.560062 ]
GGTIP_10_10,TTS_GGTIP,TTS,No,Korean,Male,Adult,-,-,-,https://youtu.be/9K9VocpSsgU?si=o708JGHGOSV3UECz,INSEOK LEE,spoof,[-4.6803226 11.85166  ],[ 17.212263 -14.542774],[ 10.73478  -57.627663]
2023_01_31_AI_WEATHER_1,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=s8btT3yy3nY,KWONWOO JEONG,spoof,[23.929573  -7.2515335],[ 44.132202 -13.517568],[ 13.678817 -59.99218 ]
typecast_rion_5,TTS_rion,TTS,No,Korean,Male,Adult,-,-,-,https://app.typecast.ai/ko/editor/652e2b955203a6e70810435f,WOONGJAE LEE,spoof,[-50.401863  -12.2492695],[ 39.859116 -19.989586],[ 8.653815 39.094498]
kimjungeun_lol_6,KimJungEun,TTS,No,Korean,Male,Adult,Reverb,Sound effect,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof,[  5.09253  -52.180126],[-27.773958  13.448533],[  5.9975305 -56.48247  ]
hotsikdang_chicken_5,Kim Seon eung,-,Yes,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=tOeAX9_ggrw,WOONGJAE LEE,bonafide,[ -6.259141 -36.314686],[-43.281414   3.701844],[-18.861826 -52.27855 ]
221027_Hansal_5,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[ -3.4008412 -30.964561 ],[ 22.484127 -14.847821],[1.990835 2.574258]
HANI_AIcover_PainKiller_1,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=x624tADFZYI,WOONGJAE LEE,spoof,[ -7.017096 -38.053688],[-48.441063  -3.600479],[-20.690332 -47.02617 ]
pride_and_prejudice_maleAI_7,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[35.78971  21.677536],[38.59922  18.660448],[  6.5122633 -57.415367 ]
elle_songhyegyo_7,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide,[-5.297205 11.268595],[-46.136654   3.655976],[-25.80832   -8.679169]
20230925_sbsnews5_7,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide,[27.05934 27.66315],[-51.739994 -26.940783],[ -1.5215977 -19.192991 ]
230922_ImYuJin_2,Im YuJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=oWPOODlfZMU,WOONGJAE LEE,bonafide,[-31.224302    9.9592495],[ 26.155811 -26.19639 ],[21.447596 10.179862]
footballmaster_1,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof,[-26.407177  42.474537],[ -0.9115023 -11.565803 ],[  9.574062 -19.609589]
bdns_lgtwins_4,MOON SANGHOON,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=7E4DfSFMcwU,KWONWOO JEONG,bonafide,[ 3.0582366 42.608696 ],[-50.953484  -10.1069565],[35.015034 30.562187]
KimKyungHo_AIcover_You_10,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof,[ 17.527206 -40.189404],[-31.140234  13.693982],[-4.586555   2.2238255]
Yonsei_6,TTS_Dream,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/eQq13HHCD28?si=wHwMClvf_peHRsYS,INSEOK LEE,spoof,[ -4.7843986 -32.578537 ],[ 31.365171 -21.834532],[ -8.590325 -49.229103]
GangWonFC_NEWS_1,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof,[-20.754309  12.90368 ],[ 24.651068 -20.842415],[28.67073 40.90226]
20230507_chuninbeom_2,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide,[-42.44352     3.6205115],[-49.50907  -34.942444],[ 12.825695 -61.33758 ]
YounHa_AIcover_sim_5,YounHa,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=LWPf7l3-W_A,WOONGJAE LEE,spoof,[ 4.0213165 -3.1980524],[22.688765 45.42752 ],[-31.261993 -45.521637]
230916_Deep_1,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide,[  9.122718 -15.454269],[-8.644457 51.495277],[-25.422295  10.908259]
2020president_chusuk_3,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide,[  5.4897203 -52.52761  ],[-53.828262 -25.86993 ],[17.8861   11.838347]
parkeunbin_interview_7,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide,[-23.212317  45.434216],[-45.051037 -15.217226],[14.706227 14.167976]
kane_clip2_3,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide,[-6.6990137 46.92696  ],[ 22.859116 -17.535564],[15.152847 31.966984]
MonsterMouse_Goodbye_5,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof,[ 12.296152 -48.628624],[  6.003901 -18.168112],[-5.694656  5.056246]
230914_YTN_Yeogabu_10,Kim Hyun-A,-,No,Korean,Female,Adult,Random noise,Crowded,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide,[37.77495  16.943792],[-29.768965    2.6670604],[31.233442 37.330467]
2023_06_03_AI_WEATHER_6,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof,[-18.549953  13.549813],[  0.71027344 -10.318123  ],[-29.973244 -42.818527]
