utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label
20230927_ytnweather_7,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide
stoveleague_clip_5,PARK EUNBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide
Gerrard_6,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof
230916CITYvsWHU_10,SPORT CASTER(City),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/CeZ7wk6e9V4?si=90OlaTygTqRVXdQa,INSEOK LEE,bonafide
KimDongYull_EveryMoment_7,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof
brothers_karamazov_femaleAI_6,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
JangBeomJune_AIcover_monologue_6,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof
230907_MBC_BREXIT_3,Nam HyungSeok,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide
presidentyoon_ai_4,YOON SUK YEOL,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Gb0qZGx0zXc,KWONWOO JEONG,bonafide
Obama_DNC_Speech_5,Obama,-,No,English,Male,Adult,Music,Reverb,-,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide
gridanews_3,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof
chuucandoit_hair_5,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide
nbaissue_3,nbdeokhoo,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=NeMWHCo8bYM,INSEOK LEE,bonafide
TED_Prisoner_Riddle_5,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide
Double_8,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof
AhnJiyoung_AIvoice_thorn_10,AhnJiyoung,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=E8uGWfCLe7I&list=PLd3BT7SpH7glxZNzZ3YtOKEWaWUhskaWv&index=6,WOONGJAE LEE,spoof
230914_YTN_japan_2,Fabien,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=OmIATrHoIzw,WOONGJAE LEE,bonafide
Dean_AIcover_Peaches_2,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof
230914_Yonhap_Messi_1,Go HyunSil,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide
ziroud_7,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
230917_MBCNEWS_PaikJongWon_9,Kwak Seung Gyu,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide
2021_12_21_AI_WEATHER_10,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
korea_vs_saudi_5,SPORT CASTER,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=nhBjLjJ3sAE,KWONWOO JEONG,bonafide
GD_AIcover_HypeBoy_5,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof
HANI_AIcover_OffMyFace_6,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof
weathercast_1,WEATHERCASTER,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=09Mg3oKLamA,KWONWOO JEONG,bonafide
AI_SWINGS_ETA_8,MOON JIHOON,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof
wkorea_danielle_7,DANIELLE,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide
shootforlove_son1_4,Son Heung Min,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=GZW136l3RvU,WOONGJAE LEE,bonafide
typecast_hobin_8,TTS_hobin,TTS,No,Korean,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof
2021_10_05_AI_WEATHER_6,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof
LOL_Combi_5,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof
GGTIP_10_10,TTS_GGTIP,TTS,No,Korean,Male,Adult,-,-,-,https://youtu.be/9K9VocpSsgU?si=o708JGHGOSV3UECz,INSEOK LEE,spoof
2023_01_31_AI_WEATHER_1,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=s8btT3yy3nY,KWONWOO JEONG,spoof
typecast_rion_5,TTS_rion,TTS,No,Korean,Male,Adult,-,-,-,https://app.typecast.ai/ko/editor/652e2b955203a6e70810435f,WOONGJAE LEE,spoof
kimjungeun_lol_6,KimJungEun,TTS,No,Korean,Male,Adult,Reverb,Sound effect,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof
hotsikdang_chicken_5,Kim Seon eung,-,Yes,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=tOeAX9_ggrw,WOONGJAE LEE,bonafide
221027_Hansal_5,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide
HANI_AIcover_PainKiller_1,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=x624tADFZYI,WOONGJAE LEE,spoof
pride_and_prejudice_maleAI_7,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
elle_songhyegyo_7,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide
20230925_sbsnews5_7,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide
230922_ImYuJin_2,Im YuJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=oWPOODlfZMU,WOONGJAE LEE,bonafide
footballmaster_1,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof
bdns_lgtwins_4,MOON SANGHOON,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=7E4DfSFMcwU,KWONWOO JEONG,bonafide
KimKyungHo_AIcover_You_10,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof
Yonsei_6,TTS_Dream,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/eQq13HHCD28?si=wHwMClvf_peHRsYS,INSEOK LEE,spoof
GangWonFC_NEWS_1,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof
20230507_chuninbeom_2,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide
YounHa_AIcover_sim_5,YounHa,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=LWPf7l3-W_A,WOONGJAE LEE,spoof
230916_Deep_1,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide
2020president_chusuk_3,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide
parkeunbin_interview_7,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide
kane_clip2_3,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide
MonsterMouse_Goodbye_5,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof
230914_YTN_Yeogabu_10,Kim Hyun-A,-,No,Korean,Female,Adult,Random noise,Crowded,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide
2023_06_03_AI_WEATHER_6,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof
20230927_sbsmorning_7,GO HYUNJUN,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WlZ-5HVm4O0,KWONWOO JEONG,bonafide
2022_02_04_AI_YOON_2,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=_otam3_97as,KWONWOO JEONG,spoof
ODG_7and5_5,"5yrs_Old_Child, 7yrs_Old_Child",-,Yes,Korean,Female,Child,Random noise,-,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide
20230926_jtbcnews_10,PARK JINGYU,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide
elle_yeji_1,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
221124_Hansal_5,HaRu,-,No,Korean,Female,Adult,Random noise,Sound effect,-,https://www.youtube.com/watch?v=EGegU_bsZMs,WOONGJAE LEE,bonafide
GangWonFC_NEWS_7,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof
20230925_ytnweather_2,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide
elle_hanni_7,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide
parkeunbin_interview_4,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide
2022_03_13_AI_WEATHER_8,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=E1XjlH0eiCM,KWONWOO JEONG,spoof
230916_Deep_8,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide
elle_yeji_3,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
TED_INCA_5,Gabriel Prieto,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/nLgt4Z5L8XI?si=XGfEgCexhBpcPc6R,INSEOK LEE,bonafide
kkultube_8,TTS_kkultube,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Vo9B_QDr0Vc,WOONGJAE LEE,spoof
elle_yeji_9,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
HANI_AIcover_OffMyFace_4,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof
centorofrumor_1,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof
World_Running_Time_5,World_Running_Time,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=4bd32kKBGhs,WOONGJAE LEE,spoof
20230925_sbsnews5_9,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide
230511_DexInterView_4,Dex,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide
Winter_AIcover_LoveRunAway_5,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof
20230919_ytn_weather_10,WEATHER CASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=QmLCe6Io-TA,KWONWOO JEONG,bonafide
221124_Hansal_4,HaRu,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=EGegU_bsZMs,WOONGJAE LEE,bonafide
2021_04_17_AI_ANCHOR_9,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof
AMF_8,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
elle_hanni_8,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide
201127_ItalyFabri_5,Fabri,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide
jeongdongwon_6,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide
brothers_karamazov_femaleAI_5,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
MissYou_ImJaeBum_8,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof
NDH_Blueclub_8,NDH_Blueclub,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof
20230925_sbsnews2_2,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide
230913_SBSNEWS_JOB_4,Jeung BanSeok,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide
ESPN_POGBA_3,INTERVIEWEE_2,-,No,English,Male,Elder,Music,-,-,https://youtu.be/JdIZ7cBvmu8?si=jl_gXcqGS70fLg5Y,INSEOK LEE,bonafide
HANI_AIcover_Pretty_1,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof
Chutul_Cookie_6,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof
ggondaehee_moonseyoon_7,Moon Se Yoon,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=nXdwi_PS2p8,WOONGJAE LEE,bonafide
230831_MBC_Chef_1,Lee JiSoo,-,No,Korean,Female,Adult,-,-,-,https://youtu.be/RhMH6Mz_VEQ?si=1haEzKJDs5ERUCAT,INSEOK LEE,bonafide
AI_YOON_VIDEO2_2,YOON SUKYOUL,VC,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=0dkrsa5wxNI,KWONWOO JEONG,spoof
youquiz_EP179_8,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide
ziroud_6,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
230831_MBC_Chef_3,Lee JiSoo,-,No,Korean,Female,Adult,-,-,-,https://youtu.be/RhMH6Mz_VEQ?si=1haEzKJDs5ERUCAT,INSEOK LEE,bonafide
sbsnews_1,FEMALE NEWSCASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=Rx9MCHZfSbQ,KWONWOO JEONG,bonafide
Donghyun_2,"Obama,Trump",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
Josubin_naver_4,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof
KLAB_Argentina_2,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/D8g4LHQln94?si=IwHykEUOIllAEVc9,INSEOK LEE,bonafide
Obama_DNC_Speech_7,Obama,-,No,English,Male,Adult,Music,Reverb,Crowded,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide
AI_PARKMYUNGSOO_NEWJEANS_1,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof
20230925_kbsnews8_5,LEE HAKYUNG,-,No,Korean,Female,Adult,Crowded,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide
KwonEunBi_10,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof
230915_YTN_northkorea_4,Um Ji Min,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=NkYSnH6uhOk,WOONGJAE LEE,bonafide
AI_YOON_VIDEO2_5,YOON SUKYOUL,VC,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=0dkrsa5wxNI,KWONWOO JEONG,spoof
ziroud_10,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
Mark_Zuckerberg_Harvard_Address_4,Mark Zuckerberg,-,No,English,Male,Adult,Reverb,-,-,https://youtu.be/C5pPsmqwEis?si=nAFaO_bgwNUjAXZr,INSEOK LEE,bonafide
leejaemyung_5,LEE JAE MYUNG,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qjgpbHH8xEY,KWONWOO JEONG,bonafide
bbc_news_korea_northkorea_1,Jean Mackenzie,-,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=R8BXubXr5qQ,WOONGJAE LEE,bonafide
230925_MBC_Kangin_4,Lee KangIn,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/dcayLog4cak?si=-Qak-FXjo54cJ8To,INSEOK LEE,bonafide
YTN_allinsoccer_5,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ip6LVStj-sA,WOONGJAE LEE,bonafide
Josubin_naver_1,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof
230722_Deep_6,YoonTaeYong,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l158Zac6AIU,WOONGJAE LEE,bonafide
typecast_hobin_3,TTS_hobin,TTS,No,Korean,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof
2022_11_19_AI_WEATHER_3,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=dqkJgpxh6tw,KWONWOO JEONG,spoof
LOL_Dopa_2,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof
jtbc_news_saban_1,NEWS CASTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WyU1XWd5_lE,WOONGJAE LEE,bonafide
IU_AIcover_writeyournumber_3,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof
20210702_AI_ANCHOR_2,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof
Leesooji_naver_7,TTS_LeeSooJi,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2832923,WOONGJAE LEE,spoof
20230928_handonghoon_6,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,Sound effect,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide
brothers_karamazov_femaleAI_7,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
jeongdongwon_4,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide
meanissue_1,TTS_meanissue,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=3QE7b9xHius,WOONGJAE LEE,spoof
wkorea_danielle_2,DANIELLE,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide
KKONGCHI_2,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof
230914_Yonhap_Messi_7,Go HyunSil,-,No,Korean,Female,Adult,Music,-,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide
Chutul_Cookie_9,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof
230916TOTvsSHE_1,SPORT CASTER(TOT),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/hOBs_Ddtr18?si=sCgjh_yf3O7HadM9,INSEOK LEE,bonafide
Chuucandoit_EP76_6,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=iXPmToPZj0c&list=PLfLDurFklIaph4F7oqHjkSsw8AwlLZPA8&index=28,WOONGJAE LEE,bonafide
20230921_mbc_weather_8,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide
todayistoday_3,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof
BrunoMars_AIcover_EentHorizon_7,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=m5mQ2aL2Mkg,WOONGJAE LEE,spoof
Donghyun_9,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
2022_03_02_AI_ANCHOR_4,KIM JOOHA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=4ZZJOBQD9sM,KWONWOO JEONG,spoof
typecast_changbae_3,TTS_changbae,TTS,No,Korean,Male,Elder,-,-,-,https://app.typecast.ai/ko/editor/652e2efd0307cc9327e94b41,WOONGJAE LEE,spoof
KLAB_Argentina_9,Jeon YeJin,-,No,Korean,Female,Adult,Music,Crowded,-,https://youtu.be/D8g4LHQln94?si=IwHykEUOIllAEVc9,INSEOK LEE,bonafide
ziroud_3,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
Howtomake_AIcover_6,TTS,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/PWQVcYml2ZA?si=ISO1e3aqKGO7RkFq,INSEOK LEE,spoof
Swiss_1,TTS_Haru,TTS,No,Korean,Female,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,INSEOK LEE,spoof
stoveleague_clip_2,NAMKOONG MIN,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide
ziroud_5,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
KimDongYull_EveryMoment_1,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof
chuucandoit_hair_3,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide
JangBeomJune_AIcover_monologue_3,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof
gridanews_6,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof
20230925_sbsnews6_2,SON SEUNGWOOK,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide
230610_Deep_6,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide
weathercast_3,WEATHERCASTER,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=09Mg3oKLamA,KWONWOO JEONG,bonafide
